"exec","numthreads","time"
"bimage_nothread","1","29.14637552676"
"bimage_nothread","2","28.9599749013551"
"bimage_nothread","3","29.0516383187236"
"bimage_nothread","4","29.1311064868177"
"bimage_nothread","5","29.4496594883122"
"bimage_nothread","6","28.7393760106681"
"bimage_nothread","7","29.0544659861788"
"bimage_nothread","8","28.8948444373813"
"bimage_nothread","9","28.7899718769958"
"bimage_nothread","10","28.9364271518212"
"bimage_nothread","20","29.1981175000377"
"bimage_nothread","30","28.831391619195"
"bimage_nothread","40","28.9475537869672"
"bimage_nothread","50","29.1724505101532"
"bimage_nothread","100","28.8922007911648"
"bimage_nothread","300","28.9864594585716"
"bimage_thread","1","28.4485309178634"
"bimage_thread","2","31.6898953599655"
"bimage_thread","3","44.5820543856481"
"bimage_thread","4","52.3249729654306"
"bimage_thread","5","57.0690478409828"
"bimage_thread","6","62.3877021361549"
"bimage_thread","7","67.2591450017487"
"bimage_thread","8","70.6515723507427"
"bimage_thread","9","71.8272124577117"
"bimage_thread","10","73.3879421164838"
"bimage_thread","20","81.3930143088919"
"bimage_thread","30","84.0025536776318"
"bimage_thread","40","87.2988851932361"
"bimage_thread","50","78.8967084293243"
"bimage_thread","100","68.9932731558673"
"bimage_thread","300","44.7774226264794"
"bimage_threadpool","1","29.1928611777276"
"bimage_threadpool","2","42.1360150566027"
"bimage_threadpool","3","44.8515302220824"
"bimage_threadpool","4","54.562865059669"
"bimage_threadpool","5","55.1160560420058"
"bimage_threadpool","6","56.7180122227316"
"bimage_threadpool","7","60.3223627063025"
"bimage_threadpool","8","62.0008928128565"
"bimage_threadpool","9","60.2580248624611"
"bimage_threadpool","10","59.6564385702738"
"bimage_threadpool","20","60.0511635913799"
"bimage_threadpool","30","60.2032461590329"
"bimage_threadpool","40","66.5770096270356"
"bimage_threadpool","50","63.2634448000084"
"bimage_threadpool","100","62.8632974733145"
"bimage_threadpool","300","58.5578947265688"
