"exec","split","cudacores","numthread","time"
"bimage_cuda","0.5","256","1","17.3325895726563"
"bimage_cuda","0.5","256","2","24.4282864900583"
"bimage_cuda","0.5","256","3","39.409281148439"
"bimage_cuda","0.5","256","4","34.8979844669071"
"bimage_cuda","0.5","256","5","39.3556948018342"
"bimage_cuda","0.5","256","6","37.6316637836631"
"bimage_cuda","0.5","256","7","41.2089893289322"
"bimage_cuda","0.5","256","8","43.0754430488799"
"bimage_cuda","0.5","256","9","41.1322896700368"
"bimage_cuda","0.5","256","10","41.5272619553527"
"bimage_cuda","0.5","256","20","43.219974543435"
"bimage_cuda","0.5","256","30","34.3746759470653"
"bimage_cuda","0.5","256","40","31.9558583077243"
"bimage_cuda","0.5","256","50","29.7039849380994"
"bimage_cuda","0.5","256","100","24.6785617334222"
"bimage_cuda","0.5","256","300","17.3471671208733"
"bimage_cuda","0.5","512","1","18.6165542123367"
"bimage_cuda","0.5","512","2","25.5642781819537"
"bimage_cuda","0.5","512","3","40.0059742254843"
"bimage_cuda","0.5","512","4","35.6418140257667"
"bimage_cuda","0.5","512","5","37.1865407034578"
"bimage_cuda","0.5","512","6","39.0818373674474"
"bimage_cuda","0.5","512","7","37.4781221461972"
"bimage_cuda","0.5","512","8","43.57330118592"
"bimage_cuda","0.5","512","9","38.7376935189902"
"bimage_cuda","0.5","512","10","46.3814362939377"
"bimage_cuda","0.5","512","20","46.0008402820158"
"bimage_cuda","0.5","512","30","28.6878054354785"
"bimage_cuda","0.5","512","40","33.0227179788335"
"bimage_cuda","0.5","512","50","32.8005969708649"
"bimage_cuda","0.5","512","100","23.8320223735026"
"bimage_cuda","0.5","512","300","16.6211754329054"
"bimage_cuda","0.6","1","1","11.1891825966438"
"bimage_cuda","0.6","1","2","14.0020004191265"
"bimage_cuda","0.6","1","3","15.6541191074961"
"bimage_cuda","0.6","1","4","16.2044307775075"
"bimage_cuda","0.6","1","5","16.4595325931664"
"bimage_cuda","0.6","1","6","16.6854841849419"
"bimage_cuda","0.6","1","7","16.4139376215657"
"bimage_cuda","0.6","1","8","16.6725066752549"
"bimage_cuda","0.6","1","9","16.8005248483963"
"bimage_cuda","0.6","1","10","16.0432997965977"
"bimage_cuda","0.6","1","20","15.6587846434299"
"bimage_cuda","0.6","1","30","15.2313566924804"
"bimage_cuda","0.6","1","40","14.8907724613032"
"bimage_cuda","0.6","1","50","13.4249181247806"
"bimage_cuda","0.6","1","100","11.5404522664775"
"bimage_cuda","0.6","1","300","7.1028461341221"
"bimage_cuda","0.6","64","1","21.2426150933737"
"bimage_cuda","0.6","64","2","36.2813765879905"
"bimage_cuda","0.6","64","3","45.9054974128427"
"bimage_cuda","0.6","64","4","41.6802995979935"
"bimage_cuda","0.6","64","5","40.2417995596206"
"bimage_cuda","0.6","64","6","44.4373015596752"
"bimage_cuda","0.6","64","7","45.865107660696"
"bimage_cuda","0.6","64","8","42.9759406359007"
"bimage_cuda","0.6","64","9","45.6730147082332"
"bimage_cuda","0.6","64","10","45.8882239345328"
"bimage_cuda","0.6","64","20","44.6923046555229"
"bimage_cuda","0.6","64","30","36.1625070742904"
"bimage_cuda","0.6","64","40","37.2149566910942"
"bimage_cuda","0.6","64","50","32.1909653909566"
"bimage_cuda","0.6","64","100","24.3662837234443"
"bimage_cuda","0.6","64","300","16.5405176520404"
"bimage_cuda","0.6","128","1","19.3644772220496"
"bimage_cuda","0.6","128","2","33.8682063905919"
"bimage_cuda","0.6","128","3","40.006134273922"
"bimage_cuda","0.6","128","4","43.5771937304039"
"bimage_cuda","0.6","128","5","44.3793875496587"
"bimage_cuda","0.6","128","6","46.6255895222975"
"bimage_cuda","0.6","128","7","51.0052713947986"
"bimage_cuda","0.6","128","8","42.3027352948642"
"bimage_cuda","0.6","128","9","52.9268550862708"
"bimage_cuda","0.6","128","10","48.9937900371128"
"bimage_cuda","0.6","128","20","42.0531762413572"
"bimage_cuda","0.6","128","30","40.6311094798473"
"bimage_cuda","0.6","128","40","38.429735392057"
"bimage_cuda","0.6","128","50","40.1084800690935"
"bimage_cuda","0.6","128","100","26.7328214889112"
"bimage_cuda","0.6","128","300","16.7907832032841"
"bimage_cuda","0.6","192","1","21.8476562926712"
"bimage_cuda","0.6","192","2","30.1433163978134"
"bimage_cuda","0.6","192","3","41.767663196702"
"bimage_cuda","0.6","192","4","45.3677624241508"
"bimage_cuda","0.6","192","5","61.1411382034288"
"bimage_cuda","0.6","192","6","58.4668244621296"
"bimage_cuda","0.6","192","7","58.5034809571169"
"bimage_cuda","0.6","192","8","65.6563611712657"
"bimage_cuda","0.6","192","9","65.4650912856144"
"bimage_cuda","0.6","192","10","62.1248564656962"
"bimage_cuda","0.6","192","20","66.7815308998143"
"bimage_cuda","0.6","192","30","58.7739173109757"
"bimage_cuda","0.6","192","40","55.6308116813578"
"bimage_cuda","0.6","192","50","50.1491938517088"
"bimage_cuda","0.6","192","100","36.4039896345707"
"bimage_cuda","0.6","192","300","24.2153324220297"
"bimage_cuda","0.6","256","1","28.8188452192658"
"bimage_cuda","0.6","256","2","53.448639865737"
"bimage_cuda","0.6","256","3","50.6619832477709"
"bimage_cuda","0.6","256","4","55.3345759019766"
"bimage_cuda","0.6","256","5","59.9431738711701"
"bimage_cuda","0.6","256","6","62.7489696096282"
"bimage_cuda","0.6","256","7","59.5307193394471"
"bimage_cuda","0.6","256","8","47.5419240533611"
"bimage_cuda","0.6","256","9","46.0498443515261"
"bimage_cuda","0.6","256","10","48.9370864816192"
"bimage_cuda","0.6","256","20","38.0719598112392"
"bimage_cuda","0.6","256","30","36.5452552076989"
"bimage_cuda","0.6","256","40","39.7144005078148"
"bimage_cuda","0.6","256","50","28.5726803269477"
"bimage_cuda","0.6","256","100","27.6730940502387"
"bimage_cuda","0.6","256","300","16.2558981817236"
"bimage_cuda","0.6","512","1","19.2905761998658"
"bimage_cuda","0.6","512","2","31.695369464998"
"bimage_cuda","0.6","512","3","38.2665019506349"
"bimage_cuda","0.6","512","4","41.6995340077075"
"bimage_cuda","0.6","512","5","43.2750562575731"
"bimage_cuda","0.6","512","6","44.6319648181099"
"bimage_cuda","0.6","512","7","45.8154112353133"
"bimage_cuda","0.6","512","8","44.1717249426688"
"bimage_cuda","0.6","512","9","42.9771719588279"
"bimage_cuda","0.6","512","10","44.7682014449683"
"bimage_cuda","0.6","512","20","44.5485891461817"
"bimage_cuda","0.6","512","30","38.5016443410604"
"bimage_cuda","0.6","512","40","40.0546077819427"
"bimage_cuda","0.6","512","50","27.8586193639691"
"bimage_cuda","0.6","512","100","25.1335323629835"
"bimage_cuda","0.6","512","300","16.3461192678246"
"bimage_cuda","0.7","1","1","10.8232819618281"
"bimage_cuda","0.7","1","2","13.6718794504816"
"bimage_cuda","0.7","1","3","14.5283797369782"
"bimage_cuda","0.7","1","4","14.1051018153266"
"bimage_cuda","0.7","1","5","14.3001744859624"
"bimage_cuda","0.7","1","6","14.0456211137522"
"bimage_cuda","0.7","1","7","13.9443920884167"
"bimage_cuda","0.7","1","8","14.5715137107015"
"bimage_cuda","0.7","1","9","14.5465865343703"
"bimage_cuda","0.7","1","10","14.3944230247433"
"bimage_cuda","0.7","1","20","13.8819607621752"
"bimage_cuda","0.7","1","30","13.4972681529258"
"bimage_cuda","0.7","1","40","12.6846408026841"
"bimage_cuda","0.7","1","50","11.9308796418827"
"bimage_cuda","0.7","1","100","10.9290573032333"
"bimage_cuda","0.7","1","300","6.7585460970579"
"bimage_cuda","0.7","64","1","27.0795760421575"
"bimage_cuda","0.7","64","2","35.5514895185321"
"bimage_cuda","0.7","64","3","50.7526190466121"
"bimage_cuda","0.7","64","4","42.291374885549"
"bimage_cuda","0.7","64","5","47.4783459177327"
"bimage_cuda","0.7","64","6","48.5088383103401"
"bimage_cuda","0.7","64","7","52.7005982396244"
"bimage_cuda","0.7","64","8","52.8690723856905"
"bimage_cuda","0.7","64","9","46.9414514922687"
"bimage_cuda","0.7","64","10","42.6886446782201"
"bimage_cuda","0.7","64","20","45.1748379164461"
"bimage_cuda","0.7","64","30","44.9861105383713"
"bimage_cuda","0.7","64","40","35.0508851224766"
"bimage_cuda","0.7","64","50","30.5770345066931"
"bimage_cuda","0.7","64","100","25.8456480667025"
"bimage_cuda","0.7","64","300","16.4205904351703"
"bimage_cuda","0.7","128","1","26.1100241604757"
"bimage_cuda","0.7","128","2","34.1420251342208"
"bimage_cuda","0.7","128","3","52.4620437113748"
"bimage_cuda","0.7","128","4","47.8151656954875"
"bimage_cuda","0.7","128","5","50.7052680238213"
"bimage_cuda","0.7","128","6","50.7983812249183"
"bimage_cuda","0.7","128","7","48.917935271788"
"bimage_cuda","0.7","128","8","53.6498435659978"
"bimage_cuda","0.7","128","9","51.3636184641936"
"bimage_cuda","0.7","128","10","55.3020366818409"
"bimage_cuda","0.7","128","20","43.6502682308983"
"bimage_cuda","0.7","128","30","44.7090558192562"
"bimage_cuda","0.7","128","40","40.8163820631048"
"bimage_cuda","0.7","128","50","39.3220099052143"
"bimage_cuda","0.7","128","100","24.0882400409179"
"bimage_cuda","0.7","128","300","16.3099233379237"
"bimage_cuda","0.7","192","1","24.3301504089898"
"bimage_cuda","0.7","192","2","35.4850900522873"
"bimage_cuda","0.7","192","3","44.7659969424824"
"bimage_cuda","0.7","192","4","47.1547603516488"
"bimage_cuda","0.7","192","5","46.7718461549255"
"bimage_cuda","0.7","192","6","53.7624292016011"
"bimage_cuda","0.7","192","7","50.6970849176172"
"bimage_cuda","0.7","192","8","47.0448761073188"
"bimage_cuda","0.7","192","9","49.8689278346745"
"bimage_cuda","0.7","192","10","50.1942517542891"
"bimage_cuda","0.7","192","20","39.8100793812983"
"bimage_cuda","0.7","192","30","45.4874549389899"
"bimage_cuda","0.7","192","40","42.3516158200226"
"bimage_cuda","0.7","192","50","39.0016361186352"
"bimage_cuda","0.7","192","100","25.684117883252"
"bimage_cuda","0.7","192","300","16.4337907222487"
"bimage_cuda","0.7","256","1","24.0525982217914"
"bimage_cuda","0.7","256","2","38.1569918553901"
"bimage_cuda","0.7","256","3","50.3284771944894"
"bimage_cuda","0.7","256","4","46.7567565461407"
"bimage_cuda","0.7","256","5","50.3792296511994"
"bimage_cuda","0.7","256","6","50.5459808363338"
"bimage_cuda","0.7","256","7","52.3935559419095"
"bimage_cuda","0.7","256","8","50.2100873739204"
"bimage_cuda","0.7","256","9","49.8231278959693"
"bimage_cuda","0.7","256","10","56.1694670266505"
"bimage_cuda","0.7","256","20","43.7640911255905"
"bimage_cuda","0.7","256","30","43.4486024757014"
"bimage_cuda","0.7","256","40","36.1712927740608"
"bimage_cuda","0.7","256","50","37.6313569553723"
"bimage_cuda","0.7","256","100","23.1317542312798"
"bimage_cuda","0.7","256","300","18.9292362053191"
"bimage_cuda","0.7","512","1","24.932733562576"
"bimage_cuda","0.7","512","2","49.2331526203115"
"bimage_cuda","0.7","512","3","45.4178327064411"
"bimage_cuda","0.7","512","4","43.0911895753794"
"bimage_cuda","0.7","512","5","53.9187713709297"
"bimage_cuda","0.7","512","6","51.2264902426343"
"bimage_cuda","0.7","512","7","44.4740608746121"
"bimage_cuda","0.7","512","8","49.2563117858861"
"bimage_cuda","0.7","512","9","52.1231043478487"
"bimage_cuda","0.7","512","10","54.4885882733293"
"bimage_cuda","0.7","512","20","39.3076610631412"
"bimage_cuda","0.7","512","30","42.9810818768119"
"bimage_cuda","0.7","512","40","38.7400196024499"
"bimage_cuda","0.7","512","50","36.87979706277"
"bimage_cuda","0.7","512","100","25.8810781712085"
"bimage_cuda","0.7","512","300","14.9852919359649"
"bimage_cuda","0.8","1","1","10.4038948020581"
"bimage_cuda","0.8","1","2","11.6366479937255"
"bimage_cuda","0.8","1","3","11.5995173827468"
"bimage_cuda","0.8","1","4","12.0221640616641"
"bimage_cuda","0.8","1","5","11.7611129776433"
"bimage_cuda","0.8","1","6","12.4594186352202"
"bimage_cuda","0.8","1","7","13.5031155063252"
"bimage_cuda","0.8","1","8","13.3308478708081"
"bimage_cuda","0.8","1","9","13.7119225623744"
"bimage_cuda","0.8","1","10","13.273155794551"
"bimage_cuda","0.8","1","20","13.3103832747048"
"bimage_cuda","0.8","1","30","11.5026705366763"
"bimage_cuda","0.8","1","40","11.4717861934376"
"bimage_cuda","0.8","1","50","11.1146698637397"
"bimage_cuda","0.8","1","100","9.73633991509912"
"bimage_cuda","0.8","1","300","3.36965730304423"
"bimage_cuda","0.8","64","1","30.5924534535821"
"bimage_cuda","0.8","64","2","39.7480503581299"
"bimage_cuda","0.8","64","3","53.3782659714444"
"bimage_cuda","0.8","64","4","51.192923090312"
"bimage_cuda","0.8","64","5","58.1577937259372"
"bimage_cuda","0.8","64","6","57.4349549135604"
"bimage_cuda","0.8","64","7","55.0253758691717"
"bimage_cuda","0.8","64","8","59.6598197080248"
"bimage_cuda","0.8","64","9","55.1158028948657"
"bimage_cuda","0.8","64","10","55.0276972742947"
"bimage_cuda","0.8","64","20","51.1029724895665"
"bimage_cuda","0.8","64","30","36.6633425236112"
"bimage_cuda","0.8","64","40","32.1572877257241"
"bimage_cuda","0.8","64","50","39.5930625035881"
"bimage_cuda","0.8","64","100","28.7764539543164"
"bimage_cuda","0.8","64","300","16.6891042401451"
"bimage_cuda","0.8","128","1","32.0758529771203"
"bimage_cuda","0.8","128","2","41.0793742515852"
"bimage_cuda","0.8","128","3","57.1879539293843"
"bimage_cuda","0.8","128","4","55.5382255722057"
"bimage_cuda","0.8","128","5","60.8022861659598"
"bimage_cuda","0.8","128","6","61.4148759112432"
"bimage_cuda","0.8","128","7","60.9118504004954"
"bimage_cuda","0.8","128","8","62.2022714196113"
"bimage_cuda","0.8","128","9","62.2349826986748"
"bimage_cuda","0.8","128","10","60.9263856944846"
"bimage_cuda","0.8","128","20","55.2066292120358"
"bimage_cuda","0.8","128","30","39.2036177098423"
"bimage_cuda","0.8","128","40","38.5075747608519"
"bimage_cuda","0.8","128","50","33.187492740236"
"bimage_cuda","0.8","128","100","29.4259584034652"
"bimage_cuda","0.8","128","300","16.6410025427452"
"bimage_cuda","0.8","192","1","31.495600064671"
"bimage_cuda","0.8","192","2","48.0391230618215"
"bimage_cuda","0.8","192","3","54.1673174267996"
"bimage_cuda","0.8","192","4","56.8973316099764"
"bimage_cuda","0.8","192","5","52.1791309565739"
"bimage_cuda","0.8","192","6","63.6780438104941"
"bimage_cuda","0.8","192","7","59.068373611401"
"bimage_cuda","0.8","192","8","51.9800050247338"
"bimage_cuda","0.8","192","9","59.9032562411705"
"bimage_cuda","0.8","192","10","63.4670796257981"
"bimage_cuda","0.8","192","20","48.003110601567"
"bimage_cuda","0.8","192","30","41.055116493893"
"bimage_cuda","0.8","192","40","36.9962041894502"
"bimage_cuda","0.8","192","50","36.952183874067"
"bimage_cuda","0.8","192","100","26.0746674176171"
"bimage_cuda","0.8","192","300","18.3074349239341"
"bimage_cuda","0.8","256","1","30.4480584034358"
"bimage_cuda","0.8","256","2","46.6137807427595"
"bimage_cuda","0.8","256","3","55.5842740971724"
"bimage_cuda","0.8","256","4","57.824525694328"
"bimage_cuda","0.8","256","5","55.3242693738676"
"bimage_cuda","0.8","256","6","62.9828686597246"
"bimage_cuda","0.8","256","7","56.423484582753"
"bimage_cuda","0.8","256","8","60.7689090056485"
"bimage_cuda","0.8","256","9","58.7668366987142"
"bimage_cuda","0.8","256","10","64.233432859469"
"bimage_cuda","0.8","256","20","48.8912284247083"
"bimage_cuda","0.8","256","30","45.2487322813506"
"bimage_cuda","0.8","256","40","36.5892255707462"
"bimage_cuda","0.8","256","50","31.0114861376073"
"bimage_cuda","0.8","256","100","27.3418150681654"
"bimage_cuda","0.8","256","300","17.4745897621621"
"bimage_cuda","0.8","512","1","33.8235111735969"
"bimage_cuda","0.8","512","2","45.3071941028156"
"bimage_cuda","0.8","512","3","60.9210655906653"
"bimage_cuda","0.8","512","4","53.7660424429139"
"bimage_cuda","0.8","512","5","60.9520094353711"
"bimage_cuda","0.8","512","6","62.3189504657822"
"bimage_cuda","0.8","512","7","60.5840912234856"
"bimage_cuda","0.8","512","8","61.7977585952957"
"bimage_cuda","0.8","512","9","61.0910246084829"
"bimage_cuda","0.8","512","10","60.3687322163776"
"bimage_cuda","0.8","512","20","52.3750331708543"
"bimage_cuda","0.8","512","30","40.7255666962606"
"bimage_cuda","0.8","512","40","33.6803343334522"
"bimage_cuda","0.8","512","50","35.8575451446493"
"bimage_cuda","0.8","512","100","25.3661390791584"
"bimage_cuda","0.8","512","300","16.9570562550341"
"bimage_cuda","0.9","1","1","8.81068524663971"
"bimage_cuda","0.9","1","2","10.1778218138202"
"bimage_cuda","0.9","1","3","9.82322291757907"
"bimage_cuda","0.9","1","4","10.6967735678446"
"bimage_cuda","0.9","1","5","10.6599864085173"
"bimage_cuda","0.9","1","6","10.3342029565121"
"bimage_cuda","0.9","1","7","10.5251524831466"
"bimage_cuda","0.9","1","8","11.2138130253671"
"bimage_cuda","0.9","1","9","11.1229116965017"
"bimage_cuda","0.9","1","10","11.029525303937"
"bimage_cuda","0.9","1","20","11.2363843113108"
"bimage_cuda","0.9","1","30","10.220900924719"
"bimage_cuda","0.9","1","40","9.87255680957138"
"bimage_cuda","0.9","1","50","10.0574902907503"
"bimage_cuda","0.9","1","100","7.98476931868359"
"bimage_cuda","0.9","1","300","3.0943737580602"
"bimage_cuda","0.9","64","1","39.6925678312907"
"bimage_cuda","0.9","64","2","58.3513979536165"
"bimage_cuda","0.9","64","3","58.6501090892029"
"bimage_cuda","0.9","64","4","69.5794156256813"
"bimage_cuda","0.9","64","5","63.0393144684683"
"bimage_cuda","0.9","64","6","72.9974073754147"
"bimage_cuda","0.9","64","7","57.064271488978"
"bimage_cuda","0.9","64","8","62.248412665477"
"bimage_cuda","0.9","64","9","55.5348328355253"
"bimage_cuda","0.9","64","10","69.287505037779"
"bimage_cuda","0.9","64","20","60.2484041703945"
"bimage_cuda","0.9","64","30","39.7457069668262"
"bimage_cuda","0.9","64","40","38.9232278254371"
"bimage_cuda","0.9","64","50","33.2808974304928"
"bimage_cuda","0.9","64","100","26.5231586960154"
"bimage_cuda","0.9","64","300","13.9790016756163"
"bimage_cuda","0.9","128","1","43.5332452510671"
"bimage_cuda","0.9","128","2","59.6937709550008"
"bimage_cuda","0.9","128","3","64.5293818407867"
"bimage_cuda","0.9","128","4","64.9620621557011"
"bimage_cuda","0.9","128","5","68.5782472085796"
"bimage_cuda","0.9","128","6","71.7882819987293"
"bimage_cuda","0.9","128","7","72.5747338321637"
"bimage_cuda","0.9","128","8","64.3137137203661"
"bimage_cuda","0.9","128","9","63.9470688795195"
"bimage_cuda","0.9","128","10","70.5410143092447"
"bimage_cuda","0.9","128","20","52.9668498142629"
"bimage_cuda","0.9","128","30","38.9422000395912"
"bimage_cuda","0.9","128","40","39.7895662473067"
"bimage_cuda","0.9","128","50","38.8399541429608"
"bimage_cuda","0.9","128","100","29.1084517845179"
"bimage_cuda","0.9","128","300","18.1229022740618"
"bimage_cuda","0.9","192","1","43.8349439022305"
"bimage_cuda","0.9","192","2","65.2840235849416"
"bimage_cuda","0.9","192","3","62.5442370176406"
"bimage_cuda","0.9","192","4","62.3302798421797"
"bimage_cuda","0.9","192","5","63.5834352434504"
"bimage_cuda","0.9","192","6","70.2595034760889"
"bimage_cuda","0.9","192","7","60.3318250377074"
"bimage_cuda","0.9","192","8","63.3857498270097"
"bimage_cuda","0.9","192","9","78.3174283689221"
"bimage_cuda","0.9","192","10","66.2087960592524"
"bimage_cuda","0.9","192","20","51.0493621807607"
"bimage_cuda","0.9","192","30","46.3915493153767"
"bimage_cuda","0.9","192","40","40.0073880309897"
"bimage_cuda","0.9","192","50","37.1194330130339"
"bimage_cuda","0.9","192","100","29.7372417320556"
"bimage_cuda","0.9","192","300","16.2858315437014"
"bimage_cuda","0.9","256","1","46.3919080141248"
"bimage_cuda","0.9","256","2","56.9626922846881"
"bimage_cuda","0.9","256","3","61.0298792116974"
"bimage_cuda","0.9","256","4","67.4448301289545"
"bimage_cuda","0.9","256","5","60.6524382785625"
"bimage_cuda","0.9","256","6","65.9144364700183"
"bimage_cuda","0.9","256","7","54.7094336388247"
"bimage_cuda","0.9","256","8","63.1166363882136"
"bimage_cuda","0.9","256","9","66.954720754178"
"bimage_cuda","0.9","256","10","51.2973089431728"
"bimage_cuda","0.9","256","20","53.6658709210584"
"bimage_cuda","0.9","256","30","45.4326895773624"
"bimage_cuda","0.9","256","40","41.929277886988"
"bimage_cuda","0.9","256","50","37.6262124263075"
"bimage_cuda","0.9","256","100","29.5636697974593"
"bimage_cuda","0.9","256","300","17.2653821606014"
"bimage_cuda","0.9","512","1","37.4835306737102"
"bimage_cuda","0.9","512","2","62.6974315997145"
"bimage_cuda","0.9","512","3","55.9838841058954"
"bimage_cuda","0.9","512","4","71.8900369994057"
"bimage_cuda","0.9","512","5","67.0651828867537"
"bimage_cuda","0.9","512","6","68.7154561675558"
"bimage_cuda","0.9","512","7","69.5094486510533"
"bimage_cuda","0.9","512","8","65.3477316168663"
"bimage_cuda","0.9","512","9","75.1551013403912"
"bimage_cuda","0.9","512","10","66.2413968985778"
"bimage_cuda","0.9","512","20","59.0337358122255"
"bimage_cuda","0.9","512","30","41.6835716707331"
"bimage_cuda","0.9","512","40","35.5998153556244"
"bimage_cuda","0.9","512","50","35.2337642814191"
"bimage_cuda","0.9","512","100","29.0720915189441"
"bimage_cuda","0.9","512","300","18.7818763657946"
"bimage_cuda","1","1","1","9.47844837800052"
"bimage_cuda","1","1","2","9.69390838028686"
"bimage_cuda","1","1","3","9.3854501121092"
"bimage_cuda","1","1","4","9.80821346334229"
"bimage_cuda","1","1","5","9.65166342397586"
"bimage_cuda","1","1","6","9.89525542292981"
"bimage_cuda","1","1","7","10.1909512505656"
"bimage_cuda","1","1","8","9.68276205306186"
"bimage_cuda","1","1","9","10.1226955051014"
"bimage_cuda","1","1","10","10.1504104741409"
"bimage_cuda","1","1","20","9.54973781990627"
"bimage_cuda","1","1","30","9.57916340376413"
"bimage_cuda","1","1","40","9.1065751597521"
"bimage_cuda","1","1","50","8.80763034375447"
"bimage_cuda","1","1","100","8.95395028140027"
"bimage_cuda","1","1","300","2.94871723674135"
"bimage_cuda","1","64","1","45.6365384381351"
"bimage_cuda","1","64","2","48.5720623211941"
"bimage_cuda","1","64","3","51.5453289622894"
"bimage_cuda","1","64","4","52.8182497616576"
"bimage_cuda","1","64","5","50.0530144845082"
"bimage_cuda","1","64","6","51.1477556364827"
"bimage_cuda","1","64","7","51.5522821765717"
"bimage_cuda","1","64","8","48.1765187647541"
"bimage_cuda","1","64","9","47.2992894070088"
"bimage_cuda","1","64","10","55.775922092192"
"bimage_cuda","1","64","20","42.9103516932425"
"bimage_cuda","1","64","30","38.4129559217733"
"bimage_cuda","1","64","40","37.5688919556236"
"bimage_cuda","1","64","50","35.3323181180594"
"bimage_cuda","1","64","100","25.5906536108839"
"bimage_cuda","1","64","300","15.2418268243959"
"bimage_cuda","1","128","1","50.2890783855865"
"bimage_cuda","1","128","2","58.4343110692115"
"bimage_cuda","1","128","3","48.4859063591691"
"bimage_cuda","1","128","4","65.6151474755119"
"bimage_cuda","1","128","5","47.6145884750476"
"bimage_cuda","1","128","6","49.0435686716222"
"bimage_cuda","1","128","7","49.2378796855997"
"bimage_cuda","1","128","8","48.8326156295297"
"bimage_cuda","1","128","9","53.1583596393383"
"bimage_cuda","1","128","10","59.2088513285479"
"bimage_cuda","1","128","20","50.099823899119"
"bimage_cuda","1","128","30","40.6805034619108"
"bimage_cuda","1","128","40","43.0124176849857"
"bimage_cuda","1","128","50","37.0582654755317"
"bimage_cuda","1","128","100","26.2791369931411"
"bimage_cuda","1","128","300","15.9526907004587"
"bimage_cuda","1","192","1","40.5098570609694"
"bimage_cuda","1","192","2","45.8060373884146"
"bimage_cuda","1","192","3","48.5388197300594"
"bimage_cuda","1","192","4","63.2895369737475"
"bimage_cuda","1","192","5","58.8432592104412"
"bimage_cuda","1","192","6","57.5505341648746"
"bimage_cuda","1","192","7","51.8513973519491"
"bimage_cuda","1","192","8","49.1407735740576"
"bimage_cuda","1","192","9","54.105771372456"
"bimage_cuda","1","192","10","49.0609328609311"
"bimage_cuda","1","192","20","40.5989151969859"
"bimage_cuda","1","192","30","42.3098945919493"
"bimage_cuda","1","192","40","35.7375150991001"
"bimage_cuda","1","192","50","35.014128200729"
"bimage_cuda","1","192","100","28.1537344051773"
"bimage_cuda","1","192","300","15.8350243819788"
"bimage_cuda","1","256","1","61.7398918934493"
"bimage_cuda","1","256","2","55.887465000475"
"bimage_cuda","1","256","3","56.9277785737125"
"bimage_cuda","1","256","4","64.5173083809059"
"bimage_cuda","1","256","5","54.2475859824238"
"bimage_cuda","1","256","6","55.4000251146781"
"bimage_cuda","1","256","7","48.2200764288211"
"bimage_cuda","1","256","8","41.4761356684398"
"bimage_cuda","1","256","9","57.1228913322677"
"bimage_cuda","1","256","10","51.9344275917227"
"bimage_cuda","1","256","20","49.7494699608555"
"bimage_cuda","1","256","30","43.2216869136258"
"bimage_cuda","1","256","40","39.1596342490161"
"bimage_cuda","1","256","50","34.2406731259794"
"bimage_cuda","1","256","100","29.1207711180192"
"bimage_cuda","1","256","300","17.2370898506291"
"bimage_cuda","1","512","1","46.7255876326715"
"bimage_cuda","1","512","2","52.039831286867"
"bimage_cuda","1","512","3","55.4066757656741"
"bimage_cuda","1","512","4","70.8294721433589"
"bimage_cuda","1","512","5","55.8934001073153"
"bimage_cuda","1","512","6","53.1475295699568"
"bimage_cuda","1","512","7","49.8040625173795"
"bimage_cuda","1","512","8","49.8867155833628"
"bimage_cuda","1","512","9","58.8474722558688"
"bimage_cuda","1","512","10","50.2631274723176"
"bimage_cuda","1","512","20","44.7117878157397"
"bimage_cuda","1","512","30","43.9409784777087"
"bimage_cuda","1","512","40","37.4219751817461"
"bimage_cuda","1","512","50","36.7427997890963"
"bimage_cuda","1","512","100","26.7177748012198"
"bimage_cuda","1","512","300","15.9574001246273"
