"exec","numthreads","time"
"bimage_nothread","1","29.0657863867192"
"bimage_nothread","2","29.1357060335458"
"bimage_nothread","3","29.1014180538989"
"bimage_nothread","4","29.0857582675359"
"bimage_nothread","5","29.1165754403918"
"bimage_nothread","6","29.0520131992012"
"bimage_nothread","7","29.061109652943"
"bimage_nothread","8","29.0545194498701"
"bimage_nothread","9","29.0459846346741"
"bimage_nothread","10","28.0521184048125"
"bimage_nothread","20","29.0887455934187"
"bimage_nothread","30","29.1933086017354"
"bimage_nothread","40","28.5872352705878"
"bimage_nothread","50","28.9941928980754"
"bimage_nothread","100","29.1488131198419"
"bimage_nothread","300","29.042786777371"
"bimage_thread","1","28.395560666441"
"bimage_thread","2","55.0650382344093"
"bimage_thread","3","42.4530159206239"
"bimage_thread","4","48.3442146760305"
"bimage_thread","5","53.5146862806316"
"bimage_thread","6","61.9943713243796"
"bimage_thread","7","64.8612676940187"
"bimage_thread","8","68.6256781503733"
"bimage_thread","9","70.8141908805957"
"bimage_thread","10","72.283800658144"
"bimage_thread","20","80.7642777445822"
"bimage_thread","30","84.0854425816249"
"bimage_thread","40","88.2269320209283"
"bimage_thread","50","81.2356208720035"
"bimage_thread","100","69.5782053229646"
"bimage_thread","300","43.8171500106056"
"bimage_threadpool","1","29.3831938709008"
"bimage_threadpool","2","36.9518413733817"
"bimage_threadpool","3","43.4171669379576"
"bimage_threadpool","4","53.2198166470877"
"bimage_threadpool","5","53.5530770794794"
"bimage_threadpool","6","55.6119269972966"
"bimage_threadpool","7","57.5468883654147"
"bimage_threadpool","8","58.1762558265944"
"bimage_threadpool","9","58.2239115997995"
"bimage_threadpool","10","58.7845875041406"
"bimage_threadpool","20","60.8969666459702"
"bimage_threadpool","30","60.8081309389591"
"bimage_threadpool","40","64.498801047912"
"bimage_threadpool","50","60.5838893503923"
"bimage_threadpool","100","61.0676456488794"
"bimage_threadpool","300","56.6370692355605"
